id,label
997,-1
998,-1
999,-1
1000,10
1001,-1
1002,-1
1003,3
1004,-1
1005,9
1006,-1
1007,-1
1008,-1
1009,8
1010,1
1011,-1
1012,-1
1013,8
1014,8
1015,0
1016,2
1017,2
1018,7
1019,4
1020,4
1021,-1
1022,-1
1023,-1
1024,-1
1025,-1
1026,-1
1027,-1
1028,-1
1029,-1
1030,-1
1031,-1
1032,-1
1033,-1
1034,-1
1035,8
1036,-1
1037,10
1038,3
1039,5
1040,8
1041,2
1042,4
1043,-1
1044,5
1045,5
1046,-1
1047,9
1048,-1
1049,9
1050,-1
1051,1
1052,-1
1053,-1
1054,-1
1055,10
1056,-1
1057,-1
1058,-1
1059,8
1060,-1
1061,-1
1062,-1
1063,-1
1064,-1
1065,10
1066,-1
1067,0
1068,-1
1069,-1
1070,5
1071,10
1072,-1
1073,3
1074,4
1075,-1
1076,6
1077,8
1078,5
1079,8
1080,-1
1081,-1
1082,-1
1083,0
1084,-1
1085,3
1086,-1
1087,2
1088,-1
1089,2
1090,9
1091,-1
1092,9
1093,4
1094,-1
1095,-1
1096,-1
1097,-1
1098,1
1099,9
1100,10
1101,-1
1102,2
1103,4
1104,-1
1105,-1
1106,5
1107,-1
1108,2
1109,10
1110,-1
1111,3
1112,8
1113,-1
1114,-1
1115,5
1116,4
1117,-1
1118,-1
1119,10
1120,9
1121,4
1122,8
1123,4
1124,2
1125,-1
1126,1
1127,-1
1128,-1
1129,-1
1130,4
1131,4
1132,4
1133,-1
1134,2
1135,2
1136,-1
1137,10
1138,-1
1139,5
1140,9
1141,-1
1142,-1
1143,-1
1144,9
1145,1
1146,-1
1147,-1
1148,-1
1149,-1
1150,10
1151,0
1152,10
1153,5
1154,6
1155,-1
1156,5
1157,-1
1158,4
1159,-1
1160,-1
1161,5
1162,2
1163,0
1164,-1
1165,10
1166,9
1167,9
1168,9
1169,-1
1170,4
1171,-1
1172,-1
1173,-1
1174,1
1175,4
1176,9
1177,2
1178,4
1179,10
1180,-1
1181,5
1182,5
1183,1
1184,1
1185,2
1186,2
1187,0
1188,-1
1189,0
1190,-1
1191,-1
1192,3
1193,2
1194,10
1195,-1
1196,2
1197,2
1198,-1
1199,4
1200,-1
1201,-1
1202,0
1203,2
1204,4
1205,5
1206,-1
1207,10
1208,-1
1209,9
1210,1
1211,9
1212,-1
1213,0
1214,9
1215,8
1216,0
1217,-1
1218,5
1219,4
1220,4
1221,2
1222,0
1223,-1
1224,2
1225,2
1226,2
1227,-1
1228,-1
1229,3
1230,3
1231,-1
1232,-1
1233,-1
1234,-1
1235,-1
1236,2
1237,0
1238,-1
1239,-1
1240,0
1241,-1
1242,-1
1243,-1
1244,-1
1245,-1
1246,-1
1247,-1
1248,-1
1249,-1
1250,3
1251,0
1252,2
1253,2
1254,-1
1255,-1
1256,1
1257,-1
1258,-1
1259,2
1260,-1
1261,1
1262,2
1263,-1
1264,1
1265,4
1266,1
1267,-1
1268,4
1269,-1
1270,-1
1271,-1
1272,2
1273,-1
1274,-1
1275,-1
1276,4
1277,0
1278,-1
1279,3
1280,-1
1281,9
1282,5
1283,10
1284,5
1285,-1
1286,2
1287,5
1288,10
1289,-1
1290,5
1291,10
1292,5
1293,5
1294,0
1295,0
1296,0
1297,-1
1298,-1
1299,-1
1300,-1
1301,5
1302,10
1303,-1
1304,5
1305,2
1306,6
1307,-1
1308,-1
1309,0
1310,4
1311,-1
1312,-1
1313,4
1314,4
1315,-1
1316,10
1317,-1
1318,9
1319,-1
1320,4
1321,8
1322,-1
1323,4
1324,-1
1325,-1
1326,2
1327,2
1328,-1
1329,9
1330,-1
1331,-1
1332,9
1333,0
1334,-1
1335,-1
1336,5
1337,-1
1338,3
1339,8
1340,-1
1341,-1
1342,5
1343,2
1344,8
1345,-1
1346,-1
1347,-1
1348,3
1349,-1
1350,-1
1351,2
1352,-1
1353,8
1354,-1
1355,-1
1356,3
1357,3
1358,2
1359,0
1360,3
1361,9
1362,0
1363,8
1364,5
1365,4
1366,10
1367,-1
1368,3
1369,4
1370,4
1371,2
1372,1
1373,4
1374,3
1375,2
1376,5
1377,-1
1378,10
1379,-1
1380,9
1381,0
1382,0
1383,8
1384,9
1385,3
1386,4
1387,-1
1388,3
1389,-1
1390,0
1391,6
1392,-1
1393,-1
1394,4
1395,-1
1396,-1
1397,2
1398,0
1399,-1
1400,0
1401,4
1402,5
1403,2
1404,-1
1405,2
1406,3
1407,0
1408,2
1409,2
1410,2
1411,3
1412,-1
1413,-1
1414,2
1415,1
1416,2
1417,-1
1418,2
1419,2
1420,3
1421,-1
1422,-1
1423,2
1424,3
1425,-1
1426,-1
1427,1
1428,0
1429,1
1430,1
1431,2
1432,-1
1433,0
1434,-1
1435,6
1436,0
1437,4
1438,-1
1439,5
1440,-1
1441,-1
1442,8
1443,3
1444,4
1445,6
1446,8
1447,-1
1448,-1
1449,8
1450,2
1451,-1
1452,2
1453,0
1454,1
1455,2
1456,5
1457,10
1458,-1
1459,5
1460,5
1461,5
1462,4
1463,-1
1464,5
1465,8
1466,0
1467,3
1468,10
1469,-1
1470,-1
1471,4
1472,-1
1473,-1
1474,7
1475,4
1476,1
1477,7
1478,-1
1479,-1
1480,4
1481,-1
1482,-1
1483,6
1484,0
1485,8
1486,5
1487,-1
1488,4
1489,8
1490,5
1491,1
1492,2
1493,5
1494,-1
1495,2
1496,5
1497,2
1498,-1
1499,-1
1500,2
1501,3
1502,-1
1503,4
1504,-1
1505,0
1506,9
1507,4
1508,-1
1509,-1
1510,-1
1511,6
1512,2
1513,-1
1514,0
1515,-1
1516,-1
1517,-1
1518,9
1519,-1
1520,-1
1521,1
1522,-1
1523,0
1524,5
1525,9
1526,1
1527,5
1528,-1
1529,-1
1530,-1
1531,2
1532,5
1533,-1
1534,-1
1535,-1
1536,2
1537,2
1538,2
1539,-1
1540,-1
1541,-1
1542,-1
1543,2
1544,-1
1545,5
1546,5
1547,0
1548,-1
1549,3
1550,-1
1551,-1
1552,-1
1553,-1
1554,-1
1555,3
1556,1
1557,1
1558,3
1559,-1
1560,3
1561,0
1562,-1
1563,3
1564,-1
1565,-1
1566,0
1567,-1
1568,3
1569,-1
1570,2
1571,5
1572,-1
1573,-1
1574,0
1575,5
1576,-1
1577,3
1578,-1
1579,10
1580,4
1581,-1
1582,-1
1583,9
1584,7
1585,1
1586,-1
1587,-1
1588,5
1589,4
1590,0
1591,2
1592,2
1593,-1
1594,3
1595,4
1596,-1
1597,2
1598,-1
1599,2
1600,-1
1601,2
1602,3
1603,2
1604,0
1605,-1
1606,-1
1607,-1
1608,5
1609,-1
1610,-1
1611,-1
1612,-1
1613,5
1614,-1
1615,4
1616,2
1617,2
1618,5
1619,-1
1620,8
1621,-1
1622,-1
1623,-1
1624,3
1625,-1
1626,2
1627,2
1628,2
1629,-1
1630,-1
1631,2
1632,3
1633,-1
1634,-1
1635,2
1636,-1
1637,-1
1638,2
1639,-1
1640,1
1641,-1
1642,-1
1643,-1
1644,1
1645,8
1646,-1
1647,-1
1648,-1
1649,2
1650,-1
1651,2
1652,3
1653,-1
1654,9
1655,-1
1656,3
1657,2
1658,1
1659,1
1660,-1
1661,3
1662,2
1663,2
1664,0
1665,3
1666,2
1667,-1
1668,-1
1669,-1
1670,5
1671,2
1672,-1
1673,1
1674,1
1675,-1
1676,5
1677,1
1678,2
1679,-1
1680,2
1681,4
1682,-1
1683,5
1684,-1
1685,-1
1686,2
1687,2
1688,0
1689,2
1690,-1
1691,-1
1692,2
1693,0
1694,2
1695,-1
1696,1
1697,-1
1698,4
1699,-1
1700,2
1701,2
1702,4
1703,4
1704,10
1705,-1
1706,4
1707,-1
1708,0
1709,-1
1710,4
1711,-1
1712,9
1713,10
1714,10
1715,8
1716,9
1717,-1
1718,5
1719,0
1720,-1
1721,2
1722,10
1723,4
1724,-1
1725,4
1726,4
1727,9
1728,0
1729,4
1730,2
1731,2
1732,-1
1733,-1
1734,4
1735,4
1736,-1
1737,0
1738,10
1739,9
1740,2
1741,-1
1742,4
1743,4
1744,-1
1745,4
1746,4
1747,-1
1748,9
1749,1
1750,-1
1751,-1
1752,2
1753,2
1754,-1
1755,10
1756,3
1757,4
1758,-1
1759,4
1760,4
1761,-1
1762,1
1763,-1
1764,2
1765,-1
1766,2
1767,0
1768,2
1769,0
1770,5
1771,4
1772,-1
1773,1
1774,-1
1775,-1
1776,-1
1777,0
1778,-1
1779,-1
1780,2
1781,9
1782,3
1783,10
1784,9
1785,5
1786,-1
1787,3
1788,2
1789,2
1790,-1
1791,-1
1792,1
1793,3
1794,-1
1795,1
1796,-1
1797,2
1798,3
1799,1
1800,-1
1801,1
1802,-1
1803,0
1804,2
1805,-1
1806,5
1807,2
1808,4
1809,0
1810,2
1811,0
1812,8
1813,10
1814,3
1815,1
1816,2
1817,2
1818,0
1819,-1
1820,2
1821,-1
1822,2
1823,0
1824,1
1825,2
1826,3
1827,-1
1828,-1
1829,8
1830,-1
1831,-1
1832,4
1833,-1
1834,-1
1835,-1
1836,4
1837,10
1838,1
1839,7
1840,-1
1841,-1
1842,-1
1843,-1
1844,10
1845,10
1846,2
1847,-1
1848,10
1849,10
1850,8
1851,5
1852,10
1853,8
1854,-1
1855,2
1856,5
1857,5
1858,10
1859,-1
1860,-1
1861,4
1862,-1
1863,-1
1864,4
1865,4
1866,1
1867,-1
1868,10
1869,10
1870,4
1871,2
1872,5
1873,7
1874,-1
1875,-1
1876,10
1877,8
1878,10
1879,-1
1880,8
1881,5
1882,-1
1883,8
1884,-1
1885,7
1886,9
1887,-1
1888,1
1889,1
1890,-1
1891,4
1892,-1
1893,8
1894,5
1895,4
1896,10
1897,2
1898,-1
1899,7
1900,-1
1901,8
1902,10
1903,2
1904,-1
1905,5
1906,4
1907,-1
1908,4
1909,0
1910,0
1911,4
1912,-1
1913,-1
1914,4
1915,9
1916,2
1917,9
1918,-1
1919,9
1920,4
1921,-1
1922,10
1923,-1
1924,-1
1925,2
1926,-1
1927,10
1928,2
1929,-1
1930,3
1931,6
1932,5
1933,-1
1934,-1
1935,-1
1936,5
1937,-1
1938,-1
1939,-1
1940,2
1941,0
1942,-1
1943,-1
1944,10
1945,-1
1946,9
1947,4
1948,-1
1949,0
1950,10
1951,6
1952,5
1953,-1
1954,0
1955,-1
1956,-1
1957,10
1958,2
1959,-1
1960,-1
1961,0
1962,-1
1963,2
1964,2
1965,3
1966,-1
1967,2
1968,0
1969,-1
1970,0
1971,1
1972,-1
1973,-1
1974,2
1975,2
1976,-1
1977,0
1978,1
1979,-1
1980,-1
1981,10
1982,2
1983,-1
1984,10
1985,8
1986,-1
1987,-1
1988,4
1989,-1
1990,-1
1991,4
1992,-1
1993,-1
1994,-1
1995,-1
1996,-1
1997,-1
1998,8
1999,4
2000,-1
2001,-1
2002,5
2003,9
2004,-1
2005,10
2006,5
2007,8
2008,9
2009,-1
2010,-1
2011,4
2012,10
2013,10
2014,9
2015,10
2016,-1
2017,-1
2018,-1
2019,-1
2020,-1
2021,0
2022,-1
2023,8
2024,10
2025,-1
2026,5
2027,10
2028,-1
2029,-1
2030,10
2031,4
2032,-1
2033,9
2034,1
2035,8
2036,-1
2037,4
2038,-1
2039,5
2040,4
2041,9
2042,-1
2043,-1
2044,9
2045,-1
2046,5
2047,10
2048,-1
2049,-1
2050,3
2051,10
2052,-1
2053,9
2054,10
2055,-1
2056,-1
2057,9
2058,-1
2059,0
2060,5
2061,5
2062,9
2063,0
2064,2
2065,-1
2066,10
2067,-1
2068,4
2069,10
2070,5
2071,5
2072,8
2073,1
2074,-1
2075,-1
2076,5
2077,10
2078,5
2079,-1
2080,10
2081,5
2082,5
2083,4
2084,-1
2085,5
2086,4
2087,2
2088,8
2089,-1
2090,-1
2091,-1
2092,-1
2093,2
2094,10
2095,-1
2096,5
2097,-1
2098,4
2099,-1
2100,-1
2101,2
2102,-1
2103,-1
2104,4
2105,-1
2106,4
2107,9
2108,-1
2109,-1
2110,-1
2111,5
2112,-1
2113,-1
2114,-1
2115,-1
2116,-1
2117,-1
2118,-1
2119,2
2120,3
2121,-1
2122,-1
2123,0
2124,-1
2125,-1
2126,-1
2127,0
2128,-1
2129,0
2130,-1
2131,0
2132,2
2133,3
2134,2
2135,0
2136,-1
2137,4
2138,4
2139,8
2140,-1
2141,0
2142,4
2143,8
2144,10
2145,2
2146,-1
2147,2
2148,10
2149,-1
2150,10
2151,-1
2152,10
2153,-1
2154,-1
2155,10
2156,4
2157,-1
2158,-1
2159,3
2160,10
2161,-1
2162,2
2163,2
2164,2
2165,-1
2166,-1
2167,5
2168,3
2169,-1
2170,-1
2171,0
2172,-1
2173,2
2174,-1
2175,-1
2176,3
2177,-1
2178,1
2179,2
2180,5
2181,-1
2182,8
2183,-1
2184,10
2185,-1
2186,1
2187,-1
2188,-1
2189,5
2190,10
2191,-1
2192,5
2193,9
2194,-1
2195,4
2196,0
2197,10
2198,1
2199,-1
2200,4
2201,0
2202,-1
2203,5
2204,9
2205,5
2206,5
2207,5
2208,10
2209,-1
2210,-1
2211,5
2212,-1
2213,0
2214,5
2215,10
2216,10
2217,8
2218,5
2219,5
2220,5
2221,4
2222,5
2223,5
2224,-1
2225,5
2226,8
2227,-1
2228,-1
2229,5
2230,-1
2231,-1
2232,-1
2233,-1
2234,10
2235,-1
2236,4
2237,-1
2238,-1
2239,9
2240,8
2241,5
2242,-1
2243,4
2244,4
2245,1
2246,1
2247,2
2248,-1
2249,2
2250,2
2251,10
2252,4
2253,4
2254,-1
2255,-1
2256,10
2257,-1
2258,-1
2259,10
2260,8
2261,4
2262,5
2263,10
2264,-1
2265,3
2266,2
2267,2
2268,5
2269,2
2270,5
2271,-1
2272,2
2273,10
2274,-1
2275,-1
2276,8
2277,-1
2278,-1
2279,10
2280,-1
2281,-1
2282,5
2283,2
2284,8
2285,-1
2286,5
2287,1
2288,5
2289,5
2290,10
2291,0
2292,3
2293,4
2294,-1
2295,-1
2296,3
2297,5
2298,8
2299,-1
2300,-1
2301,2
2302,-1
2303,-1
2304,-1
2305,-1
2306,3
2307,-1
2308,-1
2309,-1
2310,2
2311,2
2312,-1
2313,5
2314,-1
2315,-1
2316,0
2317,10
2318,-1
2319,-1
2320,-1
2321,-1
2322,-1
2323,0
2324,-1
2325,5
2326,-1
2327,-1
2328,-1
2329,4
2330,-1
2331,-1
2332,2
2333,2
2334,2
2335,2
2336,-1
2337,3
2338,1
2339,1
2340,-1
2341,2
2342,0
2343,-1
2344,-1
2345,-1
2346,-1
2347,2
2348,-1
2349,-1
2350,2
2351,2
2352,0
2353,-1
2354,-1
2355,1
2356,3
2357,8
2358,-1
2359,5
2360,5
2361,-1
2362,0
2363,-1
2364,10
2365,-1
2366,4
2367,10
2368,4
2369,5
2370,8
2371,-1
2372,0
2373,5
2374,-1
2375,4
2376,-1
2377,-1
2378,8
2379,5
2380,5
2381,-1
2382,-1
2383,-1
2384,-1
2385,-1
2386,3
2387,-1
2388,0
2389,4
2390,-1
2391,5
2392,1
2393,5
2394,4
2395,-1
2396,-1
2397,-1
2398,5
2399,10
2400,-1
2401,4
2402,-1
2403,-1
2404,-1
2405,5
2406,4
2407,10
2408,-1
2409,5
2410,9
2411,-1
2412,-1
2413,2
2414,-1
2415,-1
2416,9
2417,5
2418,10
2419,-1
2420,5
2421,0
2422,-1
2423,-1
2424,0
2425,8
2426,-1
2427,-1
2428,5
2429,-1
2430,5
2431,-1
2432,9
2433,5
2434,0
2435,9
2436,-1
2437,-1
2438,-1
2439,8
2440,5
2441,2
2442,5
2443,-1
2444,3
2445,-1
2446,0
2447,1
2448,5
2449,-1
2450,-1
2451,-1
2452,10
2453,-1
2454,0
2455,4
2456,4
2457,9
2458,-1
2459,-1
2460,-1
2461,-1
2462,-1
2463,5
2464,-1
2465,3
2466,-1
2467,5
2468,-1
2469,-1
2470,2
2471,0
2472,-1
2473,0
2474,5
2475,-1
2476,2
2477,-1
2478,0
2479,-1
2480,-1
2481,2
2482,8
2483,5
2484,3
2485,-1
2486,-1
2487,0
2488,5
2489,0
2490,-1
2491,3
2492,5
2493,5
2494,0
2495,1
2496,5
2497,2
2498,-1
2499,0
2500,-1
2501,2
2502,-1
2503,-1
2504,3
2505,4
2506,-1
2507,0
2508,0
2509,-1
2510,2
2511,-1
2512,-1
2513,-1
2514,0
2515,2
2516,-1
2517,1
2518,2
2519,3
2520,1
2521,2
2522,2
2523,2
2524,3
2525,-1
2526,-1
2527,-1
2528,5
2529,8
2530,0
2531,9
2532,4
2533,4
2534,5
2535,9
2536,10
2537,-1
2538,-1
2539,-1
2540,-1
2541,-1
2542,-1
2543,1
2544,-1
2545,-1
2546,-1
2547,0
2548,-1
2549,8
2550,-1
2551,5
2552,-1
2553,10
2554,2
2555,-1
2556,-1
2557,-1
2558,4
2559,4
2560,4
2561,4
2562,5
2563,-1
2564,9
2565,4
2566,-1
2567,8
2568,-1
2569,-1
2570,-1
2571,-1
2572,-1
2573,8
2574,-1
2575,-1
2576,3
2577,8
2578,5
2579,7
2580,2
2581,-1
2582,-1
2583,0
2584,-1
2585,3
2586,-1
2587,-1
2588,-1
2589,9
2590,-1
2591,-1
2592,0
2593,-1
2594,8
2595,4
2596,8
2597,10
2598,4
2599,-1
2600,4
2601,8
2602,-1
2603,2
2604,5
2605,3
2606,0
2607,-1
2608,5
2609,-1
2610,-1
2611,-1
2612,4
2613,-1
2614,-1
2615,4
2616,10
2617,4
2618,2
2619,2
2620,0
2621,6
2622,0
2623,10
2624,-1
2625,3
2626,0
2627,2
2628,0
2629,-1
2630,-1
2631,-1
2632,2
2633,2
2634,0
2635,2
2636,2
2637,-1
2638,-1
2639,1
2640,1
2641,2
2642,1
2643,0
2644,0
2645,-1
2646,8
2647,-1
2648,5
2649,-1
2650,-1
2651,2
2652,-1
2653,-1
2654,5
2655,-1
2656,4
2657,4
2658,-1
2659,5
2660,8
2661,-1
2662,5
2663,-1
2664,-1
2665,-1
2666,-1
2667,10
2668,-1
2669,-1
2670,8
2671,1
2672,5
2673,-1
2674,-1
2675,-1
2676,8
2677,-1
2678,3
2679,-1
2680,5
2681,10
2682,-1
2683,0
2684,0
2685,-1
2686,-1
2687,1
2688,-1
2689,-1
2690,-1
2691,-1
2692,4
2693,9
2694,2
2695,2
2696,-1
2697,4
2698,4
2699,4
2700,-1
2701,10
2702,4
2703,0
2704,0
2705,-1
2706,-1
2707,-1
2708,2
2709,-1
2710,-1
2711,0
2712,-1
2713,4
2714,-1
2715,-1
2716,-1
2717,2
2718,1
2719,-1
2720,1
2721,-1
2722,-1
2723,-1
2724,0
2725,-1
2726,0
2727,-1
2728,0
2729,2
2730,2
2731,6
2732,2
2733,1
2734,-1
2735,-1
2736,2
2737,1
2738,2
2739,2
2740,1
2741,2
2742,1
2743,2
2744,-1
2745,-1
2746,1
2747,8
2748,-1
2749,-1
2750,2
2751,-1
2752,8
2753,9
2754,-1
2755,-1
2756,-1
2757,10
